"Participants","Date","Departure_hour","Departure_min","Order","Age","Sex","Laterality","Direction","Hour_1","min_1","Knowledge_distance","Distance","Knowledge_time","Time_hour","Time_min","Max_speed","Hour_2","min_2","Inst_Speed_graphic","Inst_Speed_num","Inst_Speed_conf","Av_speed_graphic","Av_speed_num","Av_speed_confidence","Hour_3","min_3","Time_graphic","Time_hour_num","Time_min_num","Time_conf","Over_or_Underestimation","Hour_4","min_4","Dist_graph","Dist_num","Dist_conf","Hour_5","min_5","Speed_of_time","Homogeneity","Sadness","Hapiness","Boredom","Dist_Strat","Time_Strat","Speed_Strat","creusot","X","departure","order","direction","laterality","rep_knw","knowledge_distance","knwYesNo_dist","knw_dist","knowledge_time","knwYesNo_dur","knw_dur","knwYesNo_spd","knw_spd","rep_spd","spd_inst_allo","spd_inst_ego","spd_inst_conf","spd_inst_meta","spd_mean_allo","spd_mean_ego","spd_mean_conf","spd_mean_meta","rep_dur","dur_allo","dur_ego","dur_conf","dur_meta","rep_dist","dist_allo","dist_ego","dist_conf","dist_meta","rep_debrief","pot","homogeneity_pot","sadness","happiness","boredom","dist_strat","dur_strat","spd_strat","participants","age","sex","obj_dur","obj_dist","obj_spd_inst","obj_spd_mean","away_dur","away_dist","away_spd_inst","away_spd_mean","ep_dur","ep_dist","ep_spd","paris_lyon","travel","tot_dur","tot_dist","tot_speed","spd_inst_tot","spd_mean_tot","dur_tot","dist_tot"
216,"08/07/2021",17,4,6,24,"Woman",2,"2",17,13,0,500,1,2,0,250,17,14,52,60,2,61,100,2,17,14,19,0,5,3,2,17,19,0.7,15,1,17,15,4,1,1,4,1,2,4,2,0,"",17.0666666666667,6,"Backward","Left-handed",17.2166666666667,"No","No",500,"Yes","Yes",120,NA,250,17.2333333333333,72.2222222222222,60,2,NA,84.7222222222222,100,2,NA,17.2333333333333,6.33333333333333,5,3,2,17.3166666666667,56.4516129032258,15,1,NA,17.25,4,1,1,4,1,2,4,2,216,24,"Woman",9.44999999999993,21.94,105,53.7875,0.0166666666658699,1.91846538655227e-12,0.0166666666658699,0.0166666666658699,"acc","acc","acc","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,92.4444444444444,108.444444444444,6.90157407407409,48.4490322580645
217,"08/07/2021",17,4,1,37,"Woman",1,"2",17,19,0,400,1,2,0,250,17,19,161,200,2,91,190,1,17,20,35,0,10,3,2,17,21,1,50,2,17,21,4,1,1,1,1,3,2,2,0,"",17.0666666666667,1,"Backward","Right-handed",17.3166666666667,"No","No",400,"Yes","Yes",120,NA,250,17.3166666666667,223.611111111111,200,2,NA,126.388888888889,190,1,NA,17.3333333333333,11.6666666666667,10,3,2,17.35,64.5161290322581,50,2,NA,17.35,4,1,1,1,1,3,2,2,217,37,"Woman",15.4166666666668,31.11,230,102.493421052632,0.0166666666639514,0.0666666666658244,1.91846538655227e-12,1.91846538655227e-12,"acc","cst","acc","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,286.222222222222,161.777777777778,12.713425925926,69.2129032258065
218,"08/07/2021",17,4,5,21,"Man",1,"1",18,39,0,250,0,2,0,250,18,41,62,60,2,127,127,2,18,42,218,1,15,3,2,18,40,4,180,2,18,42,3,1,1,2,2,2,2,2,0,"",17.0666666666667,5,"Forward","Right-handed",18.65,"No","No",250,"No","No",120,NA,250,18.6833333333333,86.1111111111111,60,2,NA,176.388888888889,127,2,NA,18.7,72.6666666666667,75,3,2,18.6666666666667,161.290322580645,180,2,NA,18.7,3,1,1,2,2,2,2,2,218,21,"Man",97.4000000000001,390.23,60,230.488431876607,0.0333333333360031,1.91846538655227e-12,1.91846538655227e-12,1.91846538655227e-12,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,110.222222222222,225.777777777778,79.1864814814817,276.851612903226
219,"08/07/2021",17,4,2,26,"Woman",1,"2",18,49,0,500,1,1,52,290,18,50,66,100,4,126,200,4,18,51,342,1,40,4,4,18,50,5.4,410,3,18,51,3,4,2,2,1,2,2,2,0,"",17.0666666666667,2,"Backward","Right-handed",18.8166666666667,"No","No",500,"Yes","Yes",112,NA,290,18.8333333333333,106.333333333333,100,4,NA,203,200,4,NA,18.85,106.4,100,4,4,18.8333333333333,435.483870967742,410,3,NA,18.85,3,4,2,2,1,2,2,2,219,26,"Woman",106.433333333333,412.87,154,221.117782909931,0,0.100000000000122,0.100000000000122,0.100000000000122,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,117.333333333333,224,124.228333333334,373.749677419355
220,"08/07/2021",17,4,3,22,"Woman",1,"1",17,14,0,500,1,1,56,260,17,16,147,230,1,87,130,1,17,15,25,0,15,3,3,17,14,0.6,10,2,17,17,4,3,3,2,2,5,2,5,0,"",17.0666666666667,3,"Forward","Right-handed",17.2333333333333,"No","No",500,"Yes","Yes",116,NA,260,17.2666666666667,212.333333333333,230,1,NA,125.666666666667,130,1,NA,17.25,8.05555555555556,15,3,3,17.2333333333333,48.3870967741935,10,2,NA,17.2833333333333,4,3,3,2,2,5,2,5,220,22,"Woman",10.4500000000001,8.85,150,69.2321428571429,0.0166666666680015,0.0166666666658699,0.0166666666658699,0.0166666666658699,"acc","acc","acc","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,261.333333333333,154.666666666667,9.08101851851854,41.5277419354839
221,"08/07/2021",17,4,4,34,"Woman",1,"1",17,24,0,450,1,1,55,315,17,26,175,315,3,116,250,3,17,25,51,0,20,2,1,17,27,1.1,25,2,17,28,4,3,2,2,4,3,3,5,0,"",17.0666666666667,4,"Forward","Right-handed",17.4,"No","No",450,"Yes","Yes",115,NA,315,17.4333333333333,306.25,315,3,NA,203,250,3,NA,17.4166666666667,16.2916666666667,20,2,1,17.45,79.8387096774194,25,2,NA,17.4666666666667,4,3,2,2,4,3,3,5,221,34,"Woman",20.4,58.47,270,144.313432835821,0.0333333333340846,0.0333333333360031,1.91846538655227e-12,1.91846538655227e-12,"cst","cst","cst","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,311.111111111111,206.222222222222,18.5252777777778,76.1341935483871
222,"08/07/2021",17,4,1,27,"Man",1,"1",17,25,0,380,0,1,45,320,17,16,132,270,3,84,200,2,17,27,30,0,12,3,3,17,29,1.2,35,3,17,30,3,2,1,3,2,3,2,3,0,"",17.0666666666667,1,"Forward","Right-handed",17.4166666666667,"No","No",380,"No","No",105,NA,320,17.2666666666667,234.666666666667,270,3,NA,149.333333333333,200,2,NA,17.45,8.75,12,3,3,17.4833333333333,73.5483870967742,35,3,NA,17.5,3,2,1,3,2,3,2,3,222,27,"Man",22.4000000000001,67.99,150,69.2321428571429,0.0333333333360031,0.183333333333948,0.0166666666658699,0.0166666666658699,"cst","cst","acc","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,234.666666666667,149.333333333333,10.8972222222222,83.0554838709677
223,"08/07/2021",17,4,2,37,"Man",1,"2",18,48,0,500,1,1,56,300,18,49,NA,140,2,NA,270,2,18,50,338,1,40,4,2,18,49,5.6,450,3,18,51,3,3,2,3,1,3,4,3,0,"",17.0666666666667,2,"Backward","Right-handed",18.8,"No","No",500,"Yes","Yes",116,NA,300,18.8166666666667,NA,140,2,NA,NA,270,2,NA,18.8333333333333,108.911111111111,100,4,2,18.8166666666667,451.612903225806,450,3,NA,18.85,3,3,2,3,1,3,4,3,223,37,"Man",105.533333333333,410.09,150,221.422273781903,0.100000000000122,0.0166666666639514,0.0166666666639514,0.0166666666639514,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,NA,NA,122.775370370371,387.592258064516
224,"08/07/2021",17,4,2,26,"3",1,"2",18,41,0,477,1,2,2,310,18,41,67,70,2,119,210,2,18,42,287,1,40,3,3,18,42,4.4,320,2,18,43,3,3,3,2,1,5,5,5,0,"",17.0666666666667,2,"Backward","Right-handed",18.6833333333333,"No","No",477,"Yes","Yes",122,NA,310,18.6833333333333,115.388888888889,70,2,NA,204.944444444444,210,2,NA,18.7,97.2611111111111,100,3,3,18.7,338.516129032258,320,2,NA,18.7166666666667,3,3,3,2,1,5,5,5,224,26,"3",97.4000000000001,392.66,60,230.488431876607,0.0333333333360031,0.0333333333360031,1.91846538655227e-12,1.91846538655227e-12,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,119.111111111111,211.555555555556,104.250092592593,304.536774193548
225,"08/07/2021",17,4,5,37,"Woman",2,"1",17,25,0,400,1,2,0,250,17,27,116,180,2,114,200,2,17,28,89,0,30,3,2,17,26,2.05,150,2,17,29,3,2,2,3,2,1,1,1,0,"",17.0666666666667,5,"Forward","Left-handed",17.4166666666667,"No","No",400,"Yes","Yes",120,NA,250,17.45,161.111111111111,180,2,NA,158.333333333333,200,2,NA,17.4666666666667,29.6666666666667,30,3,2,17.4333333333333,132.258064516129,150,2,NA,17.4833333333333,3,2,2,3,2,1,1,1,225,37,"Woman",23.2833333333334,54.34,246,152,0.149999999997945,1.91846538655227e-12,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,206.222222222222,202.666666666667,32.328425925926,141.886451612903
226,"08/07/2021",17,4,1,21,"Man",1,"2",18,38,0,500,1,2,0,300,18,39,136,250,3,112,200,3,18,29,211,1,10,3,2,18,30,2,300,3,18,30,4,1,1,3,1,3,2,5,0,"",17.0666666666667,1,"Backward","Right-handed",18.6333333333333,"No","No",500,"Yes","Yes",120,NA,300,18.65,226.666666666667,250,3,NA,186.666666666667,200,3,NA,18.4833333333333,70.3333333333333,70,3,2,18.5,161.290322580645,300,3,NA,18.5,4,1,1,3,1,3,2,5,226,21,"Man",84.7333333333334,347.24,243,236.207417582418,0.299999999998022,0.266666666663937,0,0,"cst","cst","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,241.777777777778,199.111111111111,76.6437962962965,138.425806451613
227,"08/07/2021",17,4,6,33,"Woman",2,"2",18,41,0,380,1,2,10,250,18,42,63,180,2,113,200,2,18,42,288,1,40,3,2,18,42,5.2,400,2,18,44,3,3,1,3,2,5,5,2,0,"",17.0666666666667,6,"Backward","Left-handed",18.6833333333333,"No","No",380,"Yes","Yes",130,NA,250,18.7,87.5,180,2,NA,156.944444444444,200,2,NA,18.7,104,100,3,2,18.7,318.709677419355,400,2,NA,18.7333333333333,3,3,1,3,2,5,5,2,227,33,"Woman",97.4000000000001,392.66,90,228.321926489227,0.0333333333360031,0.0333333333360031,0.0333333333360031,0.0333333333360031,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,112,200.888888888889,104.613333333334,359.907096774194
228,"08/07/2021",17,4,2,36,"Woman",1,"2",18,49,0,400,1,1,30,150,18,49,110,150,2,95,130,2,18,51,355,1,20,4,2,18,50,5.7,380,2,18,52,3,3,3,3,3,2,1,2,0,"",17.0666666666667,2,"Backward","Right-handed",18.8166666666667,"No","No",400,"Yes","Yes",90,NA,150,18.8166666666667,91.6666666666667,150,2,NA,79.1666666666667,130,2,NA,18.85,88.75,80,4,2,18.8333333333333,367.741935483871,380,2,NA,18.8666666666667,3,3,3,3,3,2,1,2,228,36,"Woman",106.433333333333,412.87,150,221.422273781903,0,0.100000000000122,0.0166666666639514,0.0166666666639514,"dec","dec","dec","LP","./6626_2021-07-08_full_journey.csv",130.766666666667,429.12,320,195.555555555556,168.888888888889,128.950462962963,394.513548387097
229,"15/07/2021",10,0,3,46,"Man",1,"1",10,12,1,515,1,1,56,300,10,14,157,300,3,90,150,2,10,14,26,0,15,2,3,10,13,0.8,50,2,10,15,3,2,1,3,1,5,5,5,0,"",10,3,"Forward","Right-handed",10.2,"Yes","Yes",515,"Yes","Yes",116,NA,300,10.2333333333333,261.666666666667,300,3,NA,150,150,2,NA,10.2333333333333,8.37777777777778,15,2,3,10.2166666666667,66.4516129032258,50,2,NA,10.25,3,2,1,3,1,5,5,5,229,46,"Man",13.9166666666667,21.57,230,102.026315789474,0.0166666666660831,0.033333333331953,0.0166666666660831,0.0166666666660831,"acc","acc","acc","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,279.111111111111,160,9.44425925925928,55.3703225806452
230,"15/07/2021",10,0,4,29,"Woman",1,"1",10,20,0,500,1,2,56,300,10,23,118,200,1,62,120,1,10,21,4,0,22,3,2,10,24,1.8,90,1,10,25,3,2,1,3,1,2,5,5,0,"",10,4,"Forward","Right-handed",10.3333333333333,"No","No",500,"Yes","Yes",176,NA,300,10.3833333333333,196.666666666667,200,1,NA,103.333333333333,120,1,NA,10.35,1.95555555555556,22,3,2,10.4,145.161290322581,90,1,NA,10.4166666666667,3,2,1,3,1,2,5,5,230,29,"Woman",20.8166666666667,71.4,293,146.942307692308,0.0833333333339326,0.29999999999994,0.0666666666640126,0.0666666666640126,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,209.777777777778,110.222222222222,1.45296296296297,124.583225806452
231,"15/07/2021",10,0,6,35,"Woman",1,"1",10,31,0,470,0,2,0,250,10,23,137,225,1,133,210,1,10,32,78,0,25,3,2,10,32,1.9,100,1,10,34,2,3,1,2,1,5,4,2,0,"",10,6,"Forward","Right-handed",10.5166666666667,"No","No",470,"No","No",120,NA,250,10.3833333333333,190.277777777778,225,1,NA,184.722222222222,210,1,NA,10.5333333333333,26,25,3,2,10.5333333333333,144.032258064516,100,1,NA,10.5666666666667,2,3,1,2,1,5,4,2,231,35,"Woman",31.9666666666667,108.9,293,146.942307692308,0.0666666666640126,0.0666666666640126,0.0666666666640126,0.0666666666640126,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,243.555555555556,236.444444444444,28.3327777777778,131.504516129032
232,"15/07/2021",10,0,2,22,"Man",2,"2",10,41,0,500,1,1,57,300,10,42,167,280,3,144,250,3,10,44,130,0,40,3,2,10,44,2.5,200,2,10,45,3,1,1,2,1,5,2,5,0,"",10,2,"Backward","Left-handed",10.6833333333333,"No","No",500,"Yes","Yes",117,NA,300,10.7,278.333333333333,280,3,NA,240,250,3,NA,10.7333333333333,42.25,40,3,2,10.7333333333333,201.612903225806,200,2,NA,10.75,3,1,1,2,1,5,2,5,232,22,"Man",43.9833333333333,165.45,294,192.940170940171,0.0833333333320141,0.0833333333320141,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,296.888888888889,256,47.2212962962964,173.032258064516
233,"15/07/2021",10,0,5,36,"Man",2,"2",10,56,0,500,0,1,55,300,10,57,173,300,3,118,200,3,10,58,180,1,0,4,3,10,56,3.3,250,3,10,59,2,3,1,3,1,3,4,2,0,"",10,5,"Backward","Left-handed",10.9333333333333,"No","No",500,"No","No",115,NA,300,10.95,288.333333333333,300,3,NA,196.666666666667,200,3,NA,10.9666666666667,57.5,60,4,3,10.9333333333333,266.129032258065,250,3,NA,10.9833333333333,2,3,1,3,1,3,4,2,233,36,"Man",57.8666666666667,221.58,285,212.357859531773,0.033333333333978,0.0666666666680626,0.416666666663907,0.416666666663907,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,307.555555555556,209.777777777778,65.3833333333335,228.402580645161
234,"15/07/2021",10,0,3,35,"Woman",1,"2",11,6,0,450,0,2,0,360,11,8,150,360,2,NA,200,2,11,8,181,1,0,3,3,11,7,3.1,225,3,11,10,3,3,3,3,1,3,1,2,0,"",10,3,"Backward","Right-handed",11.1,"No","No",450,"No","No",120,NA,360,11.1333333333333,300,360,2,NA,NA,200,2,NA,11.1333333333333,60.3333333333333,60,3,3,11.1166666666667,225,225,3,NA,11.1666666666667,3,3,3,3,1,3,1,2,234,35,"Woman",67.7,270.37,265,219.329479768786,0.199999999999925,0.100000000000016,0.199999999999925,0.199999999999925,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,266.666666666667,NA,65.7465740740742,214.56
235,"15/07/2021",10,0,1,24,"Woman",2,"2",11,17,0,400,1,2,9,353,11,18,134,260,2,137,260,2,11,18,234,1,20,3,3,11,19,3.6,280,3,11,20,3,3,1,3,2,2,2,2,0,"",10,1,"Backward","Left-handed",11.2833333333333,"No","No",400,"Yes","Yes",129,NA,353,11.3,262.788888888889,260,2,NA,268.672222222222,260,2,NA,11.3,83.85,80,3,3,11.3166666666667,232.258064516129,280,3,NA,11.3333333333333,3,3,1,3,2,2,2,2,235,24,"Woman",78.05,321.78,260,224.354679802956,0.14999999999997,0.0166666666659765,0.14999999999997,0.14999999999997,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,238.222222222222,243.555555555556,84.9983333333335,249.166451612903
236,"15/07/2021",10,0,3,30,"Man",1,"2",11,25,0,400,1,1,57,300,11,27,135,210,3,141,230,3,11,26,153,0,50,3,2,11,26,3.5,200,2,11,28,2,1,2,3,1,3,2,2,0,"",10,3,"Backward","Right-handed",11.4166666666667,"No","No",400,"Yes","Yes",117,NA,300,11.45,225,210,3,NA,235,230,3,NA,11.4333333333333,49.725,50,3,2,11.4333333333333,225.806451612903,200,2,NA,11.4666666666667,2,1,2,3,1,3,2,2,236,30,"Man",85.8333333333333,349.51,235,225.50652173913,0.0666666666680626,0.0666666666680626,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,240,250.666666666667,55.5758333333335,242.245161290323
237,"15/07/2021",10,0,2,16,"Woman",1,"1",11,35,0,300,1,1,56,100,11,36,146,NA,3,115,NA,3,11,38,235,1,20,3,1,11,37,4.3,238,4,11,39,2,NA,NA,3,3,0,0,0,0,"",10,2,"Forward","Right-handed",11.5833333333333,"No","No",300,"Yes","Yes",116,NA,100,11.6,81.1111111111111,NA,3,NA,63.8888888888889,NA,3,NA,11.6333333333333,75.7222222222222,80,3,1,11.6166666666667,208.064516129032,238,4,NA,11.65,2,NA,NA,3,3,0,0,0,237,16,"Woman",99.1333333333333,390.91,294,222.815884476534,1.23333333333406,0.299999999998022,0.400000000001981,0.400000000001981,"dec","cst","cst","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,259.555555555556,204.444444444444,85.3615740740743,297.615483870968
238,"15/07/2021",10,0,4,40,"Man",2,"1",11,46,1,400,1,2,0,300,11,47,57,80,3,99,200,3,11,46,230,1,30,3,2,11,47,4.8,320,3,11,48,3,3,1,4,1,3,4,2,0,"",10,4,"Forward","Left-handed",11.7666666666667,"Yes","Yes",400,"Yes","Yes",120,NA,300,11.7833333333333,95,80,3,NA,165,200,3,NA,11.7666666666667,76.6666666666667,90,3,2,11.7833333333333,309.677419354839,320,3,NA,11.8,3,3,1,4,1,3,4,2,238,40,"Man",105.9,422.48,87,214.679069767442,1.91846538655227e-12,0.0666666666679561,0.0666666666679561,0.0666666666679561,"dec","dec","dec","LP","./6609_2021-07-15_full_journey.csv",130.766666666667,429.12,320,101.333333333333,176,83.5453703703706,332.221935483871
239,"15/07/2021",16,4,5,22,"Man",2,"1",16,22,1,600,1,2,0,315,16,24,151,300,3,153,300,3,16,25,78,0,25,3,3,16,22,1.4,80,3,16,26,3,1,1,3,2,5,2,5,0,"",16.0666666666667,5,"Forward","Left-handed",16.3666666666667,"Yes","Yes",600,"Yes","Yes",120,NA,315,16.4,264.25,300,3,NA,267.75,300,3,NA,16.4166666666667,26,25,3,3,16.3666666666667,135.483870967742,80,3,NA,16.4333333333333,3,1,1,3,2,5,2,5,239,22,"Man",17.3666666666667,22.95,267,112.391666666667,0.033333333331953,1.91846538655227e-12,0.100000000002041,0.100000000002041,"cst","acc","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,268.444444444444,272,28.3327777777778,96.898064516129
240,"15/07/2021",16,4,6,51,"Woman",1,"2",16,31,0,550,1,2,4,200,16,34,134,170,1,118,150,1,16,33,138,0,45,1,1,16,34,3.9,150,1,16,35,3,3,NA,4,1,2,2,2,0,"",16.0666666666667,6,"Backward","Right-handed",16.5166666666667,"No","No",550,"Yes","Yes",124,NA,200,16.5666666666667,148.888888888889,170,1,NA,131.111111111111,150,1,NA,16.55,47.5333333333333,45,1,1,16.5666666666667,345.967741935484,150,1,NA,16.5833333333333,3,3,NA,4,1,2,2,2,240,51,"Woman",25.4000000000001,74.59,220,151.375757575758,0.0666666666660376,0.066666666663906,0.066666666663906,0.066666666663906,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,238.222222222222,209.777777777778,50.1272222222224,269.930322580645
241,"15/07/2021",16,4,4,29,"Man",2,"2",16,40,1,500,1,2,0,265,16,43,90,180,NA,103,200,3,16,41,36,0,20,3,3,16,43,1.8,100,3,16,44,1,2,1,3,4,2,2,2,0,"",16.0666666666667,4,"Backward","Left-handed",16.6666666666667,"Yes","Yes",500,"Yes","Yes",120,NA,265,16.7166666666667,132.5,180,NA,NA,151.638888888889,200,3,NA,16.6833333333333,12,20,3,3,16.7166666666667,145.161290322581,100,3,NA,16.7333333333333,1,2,1,3,4,2,2,2,241,29,"Man",33.3166666666667,113.72,257,181.034632034632,0.0166666666639514,0.200000000000031,0.200000000000031,0.200000000000031,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,160,183.111111111111,13.0766666666667,124.583225806452
242,"15/07/2021",16,4,1,24,"Man",1,"1",17,2,0,250,0,2,0,250,17,3,116,200,2,80,110,2,17,4,180,1,0,3,3,17,5,2.9,150,2,17,6,3,1,1,3,2,5,5,2,0,"",16.0666666666667,1,"Forward","Right-handed",17.0333333333333,"No","No",250,"No","No",120,NA,250,17.05,161.111111111111,200,2,NA,111.111111111111,110,2,NA,17.0666666666667,60,60,3,3,17.0833333333333,116.935483870968,150,2,NA,17.1,3,1,1,3,2,5,5,2,242,24,"Man",56.4000000000001,179.42,265,188.130790190736,0.0666666666679561,0.100000000000122,0.133333333331862,0.133333333331862,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,206.222222222222,142.222222222222,65.3833333333335,200.717419354839
243,"15/07/2021",16,4,6,35,"Man",1,"2",17,12,0,349,1,1,21,330,17,14,122,250,3,107,200,3,17,13,137,0,25,3,3,17,14,4.3,90,3,17,14,3,3,3,2,2,2,2,2,0,"",16.0666666666667,6,"Backward","Right-handed",17.2,"No","No",349,"Yes","Yes",81,NA,330,17.2333333333333,223.666666666667,250,3,NA,196.166666666667,200,3,NA,17.2166666666667,30.825,25,3,3,17.2333333333333,242.048387096774,90,3,NA,17.2333333333333,3,3,3,2,2,2,2,2,243,35,"Man",65.4,218.85,260,196.237288135593,0.0666666666681692,0.066666666663906,0.066666666663906,0.066666666663906,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,216.888888888889,190.222222222222,49.7639814814816,297.615483870968
244,"15/07/2021",16,4,2,18,"Woman",1,"2",17,20,0,600,1,2,4,300,17,22,158,270,3,145,250,3,17,24,150,1,10,2,3,17,23,3.4,350,2,17,26,3,2,1,3,3,5,4,4,0,"",16.0666666666667,2,"Backward","Right-handed",17.3333333333333,"No","No",600,"Yes","Yes",124,NA,300,17.3666666666667,263.333333333333,270,3,NA,241.666666666667,250,3,NA,17.4,51.6666666666667,70,2,3,17.3833333333333,329.032258064516,350,2,NA,17.4333333333333,3,2,1,3,3,5,4,4,244,18,"Woman",76.2666666666667,256.98,266,201.467706013363,0.0666666666658244,0.200000000000031,0.033333333331953,0.033333333331953,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,280.888888888889,257.777777777778,54.4861111111112,235.323870967742
245,"15/07/2021",16,4,1,18,"Man",1,"2",17,20,0,500,0,2,0,260,17,21,153,240,2,126,200,2,17,22,226,1,20,3,2,17,23,4.1,300,3,17,24,2,3,2,2,3,5,2,5,0,"",16.0666666666667,1,"Backward","Right-handed",17.3333333333333,"No","No",500,"No","No",120,NA,260,17.35,221,240,2,NA,182,200,2,NA,17.3666666666667,75.3333333333333,80,3,2,17.3833333333333,330.645161290323,300,3,NA,17.4,2,3,2,2,3,5,2,5,245,18,"Man",74.3666666666667,256.98,261,200.23006833713,0.033333333331953,0.200000000000031,0.100000000001828,0.100000000001828,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,272,224,82.0924074074076,283.772903225806
246,"15/07/2021",16,4,5,18,"Man",1,"1",17,34,0,500,0,2,12,330,17,37,146,300,3,128,255,3,17,39,115,1,35,3,3,17,35,4.2,380,3,17,40,2,1,1,3,1,5,2,5,0,"Perrache",16.0666666666667,5,"Forward","Right-handed",17.5666666666667,"No","No",500,"No","No",132,NA,330,17.6166666666667,267.666666666667,300,3,NA,234.666666666667,255,3,NA,17.65,42.1666666666667,95,3,3,17.5833333333333,338.709677419355,380,3,NA,17.6666666666667,2,1,1,3,1,5,2,5,246,18,"Man",91.2666666666667,310.4,264,210.778409090909,0.0666666666658244,0.0166666666660831,0.20000000000195,0.20000000000195,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,259.555555555556,227.555555555556,41.7726851851853,290.694193548387
247,"15/07/2021",16,4,3,35,"Woman",1,"1",17,51,0,300,1,1,15,200,17,54,136,200,2,111,150,1,17,53,271,0,50,3,3,17,52,4.9,200,2,17,54,4,3,3,2,1,2,2,2,1,"",16.0666666666667,3,"Forward","Right-handed",17.85,"No","No",300,"Yes","Yes",75,NA,200,17.9,151.111111111111,200,2,NA,123.333333333333,150,1,NA,17.8833333333333,56.4583333333333,50,3,3,17.8666666666667,237.096774193548,200,2,NA,17.9,4,3,3,2,1,2,2,2,247,35,"Woman",105.3,384.45,265,216.472081218274,0.033333333331953,0.166666666665947,0.100000000001828,0.100000000001828,"cst","cst","cst","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,241.777777777778,197.333333333333,98.438240740741,339.143225806452
248,"15/07/2021",16,4,2,26,"Woman",1,"1",18,3,0,100,1,1,58,298,18,3,79,100,2,111,150,2,18,5,340,1,53,3,3,18,4,5.4,90,2,18,6,4,1,1,3,1,2,5,2,0,"",16.0666666666667,2,"Forward","Right-handed",18.05,"No","No",100,"Yes","Yes",118,NA,298,18.05,130.788888888889,100,2,NA,183.766666666667,150,2,NA,18.0833333333333,111.444444444444,113,3,3,18.0666666666667,87.0967741935484,90,2,NA,18.1,4,1,1,3,1,2,5,2,248,26,"Woman",117.333333333333,422.63,138,210.889380530973,1.91846538655227e-12,0.033333333331953,0.0666666666660376,0.0666666666660376,"dec","dec","dec","LP","./6624_2021-07-15_full_journey.csv",130.766666666667,429.12,320,140.444444444444,197.333333333333,123.501851851852,373.749677419355
249,"21/07/2021",9,57,1,21,"Woman",1,"2",10,30,0,360,1,2,16,335,10,30,158,300,3,90,200,3,10,31,82,0,35,2,3,10,32,2,80,2,10,32,2,1,2,2,3,3,2,5,0,"",9.95,1,"Backward","Right-handed",10.5,"No","No",360,"Yes","Yes",136,NA,335,10.5,294.055555555556,300,3,NA,167.5,200,3,NA,10.5166666666667,30.9777777777778,35,2,3,10.5333333333333,116.129032258065,80,2,NA,10.5333333333333,2,1,2,2,3,3,2,5,249,21,"Woman",33.7166666666667,126.03,290,189.790909090909,0.0666666666640126,2.02504679691629e-12,0.100000000002041,0.100000000002041,"cst","cst","cst","LP","./6609_2021-07-21_full_journey.csv",130.766666666667,429.12,320,280.888888888889,160,29.7857407407408,138.425806451613
